,seconds_elapsed,z,y,x
1,572496944E0;-2,637928724E-2;1,864719391E-2;-1,847934723E-1;1,875958743E-1
1,577500746E0;-3,227967024E-2;4,699480534E-2;-1,314830780E-2;5,850954484E-2
1,582503611E0;-3,759875894E-2;5,155646801E-2;8,333015442E-2;1,049554701E-1
1,587507309E0;-4,654854536E-2;2,713477612E-2;1,742601395E-1;1,823997241E-1
1,592511007E0;-4,073321819E-3;2,081513405E-2;1,980209351E-1;1,991535902E-1
1,597514757E0;5,686134100E-2;-2,496814728E-2;2,597723007E-1;2,670922475E-1
1,602519288E0;9,863424301E-2;1,124107838E-2;2,713251114E-1;2,889158905E-1
1,607523038E0;9,059455991E-2;2,418828011E-2;2,568607330E-1;2,734408224E-1
1,612526788E0;7,823035121E-2;5,448102951E-2;2,474689484E-1;2,651962497E-1
1,617530538E0;8,302876353E-2;9,265005589E-2;2,122087479E-1;2,459885386E-1
1,622528246E0;9,536388516E-2;1,176263094E-1;1,346216202E-1;2,026158925E-1
1,627531736E0;1,029366106E-1;1,322257519E-1;1,975917816E-2;1,687306148E-1
1,632535173E0;1,013355404E-1;1,249470711E-1;-7,745552063E-2;1,785497690E-1
1,637538663E0;1,215483695E-1;1,012904644E-1;-1,809911728E-1;2,403987707E-1
1,642572934E0;1,232276857E-1;9,264838696E-2;-2,195672989E-1;2,682882496E-1
1,647577986E0;9,680034220E-2;1,326467991E-1;-1,819181442E-1;2,450707872E-1
1,652582986E0;5,179807544E-2;1,472171545E-1;-1,280727386E-1;2,018874874E-1
1,657587986E0;-2,387109399E-2;9,630513191E-2;-1,413393021E-1;1,726884648E-1
1,662558298E0;-4,901796579E-2;4,703176022E-2;-1,118841171E-1;1,308923340E-1
1,667561580E0;-4,827082157E-3;2,049148083E-2;-8,040618896E-2;8,311652503E-2
1,672564809E0;-1,518565416E-2;6,965517998E-3;-6,353855133E-2;6,569832599E-2
1,677568090E0;-1,300182939E-2;-1,064431667E-2;-5,160903931E-2;5,427561131E-2
1,682577725E0;1,153707504E-2;2,691102028E-2;-3,741359711E-2;4,750878194E-2
1,687581319E0;8,112758398E-3;-2,218723297E-3;-2,095127106E-2;2,257643331E-2
1,692584913E0;-2,312484384E-2;1,359224319E-2;-1,642704010E-2;3,145401602E-2
1,697588507E0;-2,055913210E-2;2,875876427E-2;1,664066315E-2;3,907244688E-2
1,702589705E0;1,763972640E-2;5,299067497E-2;4,472064972E-2;7,154794262E-2
1,707593194E0;5,053913593E-2;6,716060638E-2;1,201152802E-1;1,466029735E-1
1,712596632E0;7,062083483E-2;9,010636806E-2;1,165380478E-1;1,633633265E-1
1,717600121E0;2,565258741E-2;1,170550585E-1;9,640216827E-2;1,537963589E-1
1,722599861E0;2,090424299E-2;7,661104202E-2;1,501340866E-1;1,698425244E-1
1,727603142E0;4,609251022E-2;3,817343712E-2;2,272233963E-1;2,349727700E-1
1,732606423E0;6,753313541E-2;4,100799561E-3;2,799587250E-1;2,880181047E-1
1,737609705E0;8,053037524E-2;-1,752734184E-3;2,871484756E-1;2,982322258E-1
1,742667309E0;7,128277421E-2;2,065873146E-2;2,515296936E-1;2,622502695E-1
1,747673350E0;2,201688290E-2;4,507052898E-2;2,661275864E-1;2,708135668E-1
1,752679340E0;4,873275757E-3;-9,216427803E-3;2,806453705E-1;2,808389491E-1
1,757685330E0;-3,972259164E-2;-3,924953938E-2;3,140735626E-1;3,189993940E-1
1,762636423E0;-7,397079468E-2;-4,517364502E-2;3,519773483E-1;3,624919177E-1
1,767639653E0;-9,818515182E-2;-8,196723461E-2;3,753252029E-1;3,965198098E-1
1,772642934E0;-1,338387430E-1;-7,578527927E-2;3,367319107E-1;3,701953503E-1
1,777646163E0;-1,711825430E-1;-6,972026825E-2;2,747259140E-1;3,311173609E-1
1,782647569E0;-2,051154077E-1;-1,019923687E-1;2,037925720E-1;3,066042827E-1
1,787650694E0;-1,809765100E-1;-5,838632584E-2;1,549062729E-1;2,452700830E-1
1,792653871E0;-1,471183896E-1;-1,338148117E-2;1,587772369E-1;2,168711497E-1
1,797656996E0;-1,302978396E-1;-3,253221512E-4;1,199388504E-1;1,770959082E-1
1,802666475E0;-7,346925139E-2;-1,159346104E-2;5,534076691E-2;9,270781909E-2
1,807669965E0;-1,995971799E-2;4,102194309E-2;-3,482055664E-2;5,739042884E-2
1,812673403E0;1,704931259E-3;9,529829025E-2;-8,857822418E-2;1,301183028E-1
1,817676892E0;-1,788595319E-2;1,444581747E-1;-8,253288269E-2;1,673312532E-1
1,822681475E0;1,428020000E-2;1,483384371E-1;-1,122226715E-1;1,865533276E-1
1,827685017E0;1,466804743E-2;1,121435165E-1;-1,037178040E-1;1,534558659E-1
1,832688559E0;1,676124334E-2;9,572696686E-2;-1,001148224E-1;1,395262310E-1
1,837692048E0;1,566943526E-2;6,336176395E-2;-1,298913956E-1;1,453685625E-1
1,842717986E0;2,375409007E-2;2,707564831E-2;-1,048612595E-1;1,108748450E-1
1,847722621E0;5,087867379E-2;2,243220806E-2;-3,020572662E-2;6,327898013E-2
1,852727309E0;2,783644199E-2;3,022634983E-2;3,188323975E-2;5,201000580E-2
1,857731996E0;3,330606222E-2;2,164065838E-2;9,816265106E-2;1,058938994E-1
1,862710746E0;3,845489025E-2;4,882037640E-2;1,567487717E-1;1,686190534E-1
1,867714132E0;3,450492024E-2;3,778541088E-2;1,816034317E-1;1,886746756E-1
1,872717465E0;5,732719600E-2;1,953935623E-2;2,371740341E-1;2,447850410E-1
1,877720798E0;5,447204411E-2;5,561828613E-2;2,234725952E-1;2,366444552E-1
1,882724861E0;6,880727410E-2;8,845877647E-2;2,242259979E-1;2,506724840E-1
1,887728246E0;1,142852902E-1;5,383872986E-2;2,417001724E-1;2,727246042E-1
1,892731684E0;8,814121783E-2;3,309464455E-2;2,424869537E-1;2,601231487E-1
1,897735069E0;7,159824669E-2;1,663148403E-2;1,934604645E-1;2,069537787E-1
1,902738975E0;5,285674334E-2;-1,229262352E-2;1,520681381E-1;1,614610248E-1
1,907742413E0;2,016684413E-2;-6,519663334E-2;9,920978546E-2;1,204154647E-1
1,912745798E0;4,370927811E-3;-8,020031452E-2;6,824493408E-2;1,053971844E-1
1,917749236E0;-8,957773447E-3;-4,073441029E-2;9,073257446E-3;4,268322723E-2
1,922755538E0;2,546259761E-2;-5,425536633E-2;-3,766918182E-2;7,078810572E-2
1,927759132E0;2,925865352E-2;-2,738332748E-2;-5,310535431E-2;6,652889663E-2
1,932762673E0;5,252072215E-2;-2,979993820E-3;-7,078647614E-2;8,819315065E-2
1,937766215E0;7,606492937E-2;3,320968151E-2;-6,693840027E-2;1,066278850E-1
1,942772153E0;8,545398712E-2;5,019676685E-2;-1,082572937E-1;1,467710495E-1
1,947775850E0;7,611425221E-2;3,887343407E-2;-1,563892365E-1;1,782192934E-1
1,952779548E0;8,167240024E-2;3,288638592E-2;-2,065410614E-1;2,245241755E-1
1,957783194E0;8,785721660E-2;3,931868076E-2;-2,468166351E-1;2,649213101E-1
1,962786059E0;8,990803361E-2;3,203868866E-2;-2,654352188E-1;2,820740815E-1
1,967789705E0;6,616643071E-2;1,617181301E-2;-2,792510986E-1;2,874381676E-1
1,972793350E0;7,577547431E-2;4,632532597E-2;-2,075366974E-1;2,257419746E-1
1,977796996E0;9,898312390E-2;5,314588547E-2;-1,745357513E-1;2,075689583E-1
1,982800642E0;6,882344186E-2;6,306028366E-2;-2,013330460E-1;2,219194920E-1
1,987804288E0;3,805115819E-2;7,353770733E-2;-1,828851700E-1;2,007552501E-1
1,992807934E0;3,994069993E-2;4,656147957E-2;-1,599540710E-1;1,713141434E-1
1,997811580E0;1,949051023E-2;-5,650997162E-3;-1,468372345E-1;1,482328816E-1
2,002824600E0;2,954271436E-2;-6,884324551E-2;-1,814203262E-1;1,962791359E-1
2,007828715E0;6,072466075E-2;-4,340803623E-2;-1,112241745E-1;1,339498377E-1
2,012832830E0;4,407754540E-2;-4,922270775E-2;-3,684139252E-2;7,565046708E-2
2,017836944E0;5,347564816E-2;-7,192504406E-2;-2,480506897E-2;9,299542116E-2
2,022867725E0;8,168859780E-2;-7,592105865E-2;-1,755619049E-2;1,128948802E-1
2,027873246E0;1,192594916E-1;-6,149172783E-2;-2,453327179E-2;1,364035936E-1
2,032878663E0;1,611274630E-1;-4,779207706E-2;-1,474285126E-2;1,687112730E-1
2,037884132E0;1,505701393E-1;-6,357908249E-3;-7,312774658E-3;1,508816308E-1
2,042810694E0;1,164756417E-1;-1,095557213E-2;-2,837085724E-2;1,203806680E-1
2,047812205E0;1,065270752E-1;-3,011000156E-2;-6,583118439E-2;1,287958647E-1
2,052813715E0;1,422810107E-1;-3,959906101E-2;-1,005897522E-1;1,786904304E-1
2,057815225E0;9,769067168E-2;-9,413409233E-2;-9,703159332E-2;1,667927600E-1
2,062862725E0;6,589142978E-2;-8,393824100E-2;-8,162975311E-2;1,343529881E-1
2,067866528E0;8,220195770E-2;-1,019946337E-1;-6,877040863E-2;1,479507900E-1
2,072870382E0;4,370906949E-2;-6,747579575E-2;-4,416275024E-2;9,172684600E-2
2,077874184E0;6,143450737E-4;-4,249334335E-2;-6,968593597E-2;8,162224771E-2
2,082876319E0;-1,117551327E-2;-1,029368639E-1;-4,515171051E-2;1,129582534E-1
2,087880017E0;-2,534103394E-2;-1,150364876E-1;-3,512287140E-2;1,229193946E-1
2,092883767E0;-2,320641279E-2;-1,245893240E-1;1,518440247E-2;1,276385652E-1
2,097887517E0;-3,118184209E-2;-1,147806644E-1;8,005142212E-3;1,192098591E-1
2,102890434E0;-2,779883146E-2;-9,762799740E-2;3,205299377E-3;1,015592184E-1
2,107894132E0;-2,002590895E-2;-1,207553148E-1;-3,973007202E-3;1,224690486E-1
2,112897830E0;-2,898970246E-2;-1,244627237E-1;-1,349925995E-2;1,285052624E-1
2,117901528E0;-1,879635453E-2;-1,278406382E-1;7,896423340E-3;1,294561131E-1
2,122903663E0;5,644023418E-3;-9,037911892E-2;-6,575584412E-3;9,079360356E-2
2,127907309E0;4,420810938E-2;-6,945741177E-2;2,177906036E-2;8,516464322E-2
2,132910903E0;8,704559505E-2;-5,558943748E-2;8,311939240E-2;1,325743360E-1
2,137914548E0;9,362171590E-2;-4,160833359E-2;1,177787781E-1;1,561029137E-1
2,142910278E0;1,021768898E-1;-2,756404877E-2;1,616191864E-1;1,931855455E-1
2,147913455E0;1,081073955E-1;-3,957939148E-2;2,145671844E-1;2,435011578E-1
2,152916736E0;9,474863112E-2;-5,159747601E-2;2,195739746E-1;2,446473645E-1
2,157919965E0;1,030229703E-1;-4,223585129E-2;2,483129501E-1;2,721340125E-1
2,162914653E0;9,963495284E-2;2,660393715E-3;2,839508057E-1;3,009356436E-1
2,167917465E0;3,730830550E-2;-2,779364586E-3;2,432947159E-1;2,461543282E-1
2,172920278E0;5,951972306E-2;-5,811524391E-2;1,554946899E-1;1,763478880E-1
2,177923038E0;5,184696615E-2;-3,919374943E-2;1,349468231E-1;1,497828527E-1
2,182950850E0;9,010195732E-3;2,943003178E-2;1,098308563E-1;1,140619454E-1
2,187954913E0;1,247712970E-2;9,505832195E-2;2,318572998E-2;9,863742400E-2
2,192958975E0;3,855285048E-2;6,753194332E-2;-3,420734406E-2;8,495309315E-2
2,197962986E0;1,038367003E-1;7,829058170E-2;-5,783748627E-2;1,423258597E-1
2,202965225E0;1,528010666E-1;8,878338337E-2;-4,559326172E-2;1,825086317E-1
2,207969184E0;1,443142891E-1;1,347271204E-1;-4,931449890E-3;1,974900762E-1
2,212973142E0;1,041631997E-1;1,754206419E-1;3,776454926E-2;2,074814087E-1
2,217977100E0;1,030216068E-1;2,037546635E-1;1,109676361E-1;2,538567128E-1
2,222985486E0;1,215076074E-1;1,531937122E-1;1,716766357E-1;2,602023816E-1
2,227989653E0;8,103102446E-2;1,075617075E-1;1,629781723E-1;2,114176731E-1
2,232993819E0;3,023648262E-2;9,281075001E-2;1,068677902E-1;1,447370194E-1
2,237998038E0;1,052702963E-2;3,955316544E-2;9,881591797E-2;1,069572667E-1
2,242973298E0;1,515962183E-2;-3,520345688E-2;7,904052734E-2;8,784362511E-2
2,247976007E0;1,804715395E-2;-4,562079906E-2;4,049777985E-2;6,361624985E-2
2,252978767E0;1,438102126E-2;-5,404293537E-2;3,323554993E-2;6,505424210E-2
2,257981475E0;3,007178009E-2;-1,509654522E-2;9,020996094E-2;9,628112321E-2
2,263011996E0;3,623229265E-2;-5,017161369E-3;8,970451355E-2;9,687543905E-2
2,268016111E0;5,171874166E-2;5,009758472E-2;5,119419098E-2;8,834840929E-2
2,273020278E0;6,941908598E-2;5,971956253E-2;2,961921692E-2;9,624309668E-2
2,278024392E0;8,478042483E-2;5,988848209E-2;-8,416175842E-3;1,041402071E-1
2,283026475E0;1,408325434E-1;3,635215759E-2;-8,176612854E-2;1,668561788E-1
2,288030486E0;1,944950372E-1;4,185092449E-2;-1,070299149E-1;2,259097653E-1
2,293034548E0;1,839154363E-1;8,064424992E-2;-1,249599457E-1;2,365235100E-1
2,298038559E0;1,738902330E-1;6,001353264E-2;-1,498956680E-1;2,372933807E-1
2,303046267E0;1,405990869E-1;5,902099609E-2;-1,390466690E-1;2,063626841E-1
2,308050486E0;9,793312103E-2;2,989995480E-2;-7,845592499E-2;1,289970374E-1
2,313054705E0;4,300832748E-2;-8,114576340E-3;-2,081203461E-2;4,846342298E-2
2,318058923E0;2,560093999E-2;-2,874553204E-2;3,389453888E-2;5,128892187E-2
2,323058142E0;-2,341307700E-2;-4,396915436E-2;1,679515839E-2;5,256934520E-2
2,328062100E0;-5,114986002E-2;-6,565809250E-2;1,638412476E-2;8,482766551E-2
2,333066111E0;-4,786343873E-2;-9,161829948E-2;6,819534302E-2;1,238362886E-1
2,338070017E0;-6,104427576E-2;-1,029350758E-1;1,005525589E-1;1,563101101E-1
2,343079236E0;-4,768219590E-2;-1,070885658E-1;1,659116745E-1;2,031458502E-1
2,348083455E0;-5,093513429E-2;-8,994090557E-2;1,974878311E-1;2,229017672E-1
2,353087673E0;-5,877755582E-2;-9,006071091E-2;1,837358475E-1;2,128957359E-1
2,358091944E0;-2,366501093E-2;-4,801583290E-2;1,297979355E-1;1,404031944E-1
2,363077621E0;-1,230612397E-2;-3,072416782E-2;6,215000153E-2;7,041333585E-2
2,368080903E0;3,045234084E-2;-2,132129669E-2;3,554821014E-2;5,143557135E-2
2,373084236E0;3,282272816E-2;4,210245609E-2;1,875019073E-2;5,658195777E-2
2,378087517E0;1,850926876E-2;4,987692833E-2;6,907463074E-3;5,364712533E-2
2,383103194E0;-7,654279470E-4;5,239796638E-2;-1,190853119E-2;5,373961180E-2
2,388107100E0;-6,105020642E-3;3,339517117E-2;-8,994960785E-2;9,614281401E-2
2,393111007E0;-2,392183244E-2;2,392435074E-2;-1,673345566E-1;1,707204805E-1
2,398114965E0;1,034051180E-2;2,938985825E-3;-2,251148224E-1;2,253713537E-1
2,403107413E0;7,266297191E-2;1,094615459E-2;-2,040672302E-1;2,168943527E-1
2,408110746E0;8,425582200E-2;4,054868221E-2;-1,784877777E-1;2,014972108E-1
2,413114132E0;9,067276865E-2;6,107652187E-2;-1,579704285E-1;1,921107721E-1
2,418117465E0;3,995805979E-2;4,422032833E-2;-1,139793396E-1;1,286210474E-1
2,423114705E0;3,933936357E-3;3,279328346E-2;-6,330108643E-2;7,139959971E-2
2,428117725E0;-1,009958982E-2;1,967573166E-2;-6,775760651E-2;7,127572778E-2
2,433120798E0;-1,410478354E-2;1,879882812E-2;-4,844856262E-2;5,384797190E-2
2,438123819E0;-1,029853523E-2;-2,966105938E-2;-2,690124512E-2;4,134628472E-2
2,443153194E0;8,538275957E-3;-1,127636433E-2;6,368637085E-3;1,551186923E-2
2,448157517E0;2,091650665E-2;1,169860363E-2;7,501125336E-2;7,874671871E-2
2,453161944E0;2,433314919E-2;5,560445786E-2;1,169977188E-1;1,318044919E-1
2,458166267E0;1,117233932E-2;5,135452747E-2;1,753025055E-1;1,830111393E-1
2,463133611E0;7,284164429E-3;5,150437355E-2;2,117891312E-1;2,180834602E-1
2,468136111E0;-6,464600563E-3;2,292096615E-2;2,171134949E-1;2,184157307E-1
2,473138611E0;-2,044624090E-2;1,810491085E-2;2,295436859E-1;2,311625841E-1
2,478141111E0;-4,419624805E-2;1,317477226E-2;2,466363907E-1;2,509111241E-1
2,483166736E0;-5,594438314E-2;1,535761356E-2;2,540893555E-1;2,606281467E-1
2,488170434E0;-5,343531072E-2;-1,106357574E-2;2,163553238E-1;2,231308165E-1
2,493174080E0;-6,276866794E-2;5,363225937E-3;2,668495178E-1;2,741848556E-1
2,498177725E0;-6,212729216E-2;9,695768356E-3;2,884340286E-1;2,952083963E-1
2,503182621E0;-8,462643623E-2;-1,919162273E-2;2,694568634E-1;2,830847105E-1
2,508186319E0;-6,839019060E-2;1,940727234E-3;2,221555710E-1;2,324523227E-1
2,513190017E0;-2,796033025E-2;-1,052176952E-2;2,156658173E-1;2,177251305E-1
2,518193767E0;6,398707628E-4;-1,815974712E-2;2,068672180E-1;2,076637468E-1
2,523208142E0;5,156397820E-4;1,704823971E-2;1,886386871E-1;1,894081905E-1
2,528212413E0;-4,584670067E-3;2,802908421E-2;1,729564667E-1;1,752728962E-1
2,533216684E0;-5,532205105E-4;5,776739120E-2;1,574192047E-1;1,676847744E-1
2,538220903E0;2,890706062E-3;4,912197590E-2;1,657724380E-1;1,729214443E-1
2,543236944E0;5,782666802E-2;8,062064648E-2;1,503286362E-1;1,801174923E-1
2,548241788E0;9,028442949E-2;9,027779102E-2;1,017713547E-1;1,632751248E-1
2,553246632E0;6,021571159E-2;8,067321777E-2;7,976436615E-2;1,284385226E-1
2,558251475E0;1,596231759E-2;5,645978451E-2;6,750011444E-2;8,943583342E-2
2,563241475E0;1,245924830E-2;6,295681000E-2;2,925968170E-2;7,053312531E-2
2,568245590E0;-7,495746017E-3;4,760265350E-2;-1,097583771E-2;4,942335321E-2
2,573249653E0;-1,747243106E-2;1,768434048E-2;-2,467727661E-2;3,502841313E-2
2,578253767E0;-4,116879404E-2;3,758990765E-2;-8,334732056E-2;1,002728608E-1
2,583250694E0;-3,116673231E-2;7,318139076E-3;-1,676349640E-1;1,706645878E-1
2,588254392E0;1,484246552E-2;-3,676652908E-3;-1,514396667E-1;1,522096883E-1
2,593258142E0;5,602659285E-2;3,089153767E-2;-1,663007736E-1;1,781830899E-1
2,598261892E0;5,164323747E-2;9,874141216E-2;-1,026887894E-1;1,515317720E-1
2,603266736E0;1,807853580E-2;6,439173222E-2;-8,482837677E-2;1,080230630E-1
2,608270486E0;7,826358080E-3;6,895685196E-2;-1,052274704E-1;1,260520521E-1
2,613274288E0;3,754241765E-2;4,077041149E-2;-1,397953033E-1;1,503808047E-1
2,618278090E0;5,258829892E-2;-9,460449219E-4;-1,408901215E-1;1,503876674E-1
2,623266319E0;1,751644909E-2;-1,564168930E-2;-1,396789551E-1;1,416393269E-1
2,628269288E0;-6,087124348E-4;-4,904294014E-2;-1,242475510E-1;1,335778216E-1
2,633272309E0;1,459017396E-2;-7,961070538E-2;-2,345371246E-2;8,426632907E-2
2,638275330E0;-6,408989429E-3;-5,995666981E-2;1,477470398E-1;1,595777715E-1
2,643299132E0;2,597615123E-3;-3,356683254E-2;2,438926697E-1;2,462054308E-1
2,648303194E0;1,085463166E-2;-3,171730042E-2;2,537879944E-1;2,559924926E-1
2,653307205E0;4,781439900E-3;-8,072185516E-2;2,162256241E-1;2,308514687E-1
2,658311267E0;1,627157629E-2;-1,207181215E-1;1,886234283E-1;2,245360256E-1
2,663311996E0;-6,558313966E-3;-1,280777454E-1;1,661643982E-1;2,098988508E-1
2,668315850E0;-3,959085047E-2;-1,647927761E-1;9,891223907E-2;1,962338542E-1
2,673319757E0;-4,718460143E-2;-1,284162998E-1;4,662322998E-2;1,445367021E-1
2,678323663E0;-2,264665067E-2;-1,143226624E-1;-9,870529175E-3;1,169614007E-1
2,683327413E0;3,077790141E-2;-1,315965652E-1;-2,781772614E-2;1,379810171E-1
2,688331267E0;7,652296871E-2;-5,142962933E-2;4,287719727E-3;9,229927439E-2
2,693335173E0;4,245454073E-2;3,773224354E-2;1,470756531E-2;5,867216298E-2
2,698339028E0;4,749926925E-2;6,465137005E-2;-2,965927124E-2;8,553158831E-2
2,703342778E0;3,936825693E-2;2,770173550E-2;-1,188831329E-1;1,282592885E-1
2,708346632E0;2,563686669E-2;-2,017068863E-2;-1,599607468E-1;1,632530126E-1
2,713350486E0;2,113167942E-2;-5,987238884E-2;-2,293033600E-1;2,379312542E-1
2,718354392E0;2,377763391E-3;-5,101048946E-2;-3,314313889E-1;3,353423464E-1
2,723342882E0;3,679724038E-2;-6,769883633E-2;-3,757772446E-1;3,835957597E-1
2,728345955E0;5,544535816E-2;-6,959128380E-2;-3,105163574E-1;3,230132238E-1
2,733349028E0;7,707548887E-2;-6,888401508E-2;-1,650485992E-1;1,947477307E-1
2,738352153E0;7,464991510E-2;-5,129194260E-2;2,920150757E-3;9,062008872E-2
2,743350382E0;1,634885371E-2;-9,902954102E-3;9,817409515E-2;1,000175308E-1
2,748353246E0;-9,752705693E-3;1,688933372E-2;9,521007538E-2;9,718705323E-2
2,753356111E0;-1,754117012E-2;-1,600837708E-2;5,663490295E-2;6,141231976E-2
2,758358923E0;-4,664194584E-2;-6,061530113E-2;-1,961040497E-2;7,895729115E-2
2,763389080E0;-4,613967240E-2;-9,799754620E-2;-1,117916107E-1;1,556590911E-1
2,768393298E0;-1,111453772E-2;-1,209921837E-1;-1,817770004E-1;2,186447332E-1
2,773397517E0;-8,453473449E-3;-1,273517609E-1;-1,418561935E-1;1,908221996E-1
2,778401788E0;4,075914621E-3;-7,662189007E-2;-5,237770081E-2;9,290290985E-2
2,783405486E0;6,326267123E-2;4,724740982E-3;2,681636810E-2;6,887384371E-2
2,788409705E0;6,613392383E-2;5,250155926E-2;5,539035797E-2;1,009861444E-1
2,793413923E0;6,567436457E-2;9,094941616E-2;4,561710358E-2;1,211025953E-1
2,798418090E0;6,762526184E-2;7,235026360E-2;5,001068115E-3;9,916021059E-2
2,803418403E0;7,022792101E-2;5,631089211E-2;2,737998962E-3;9,005761543E-2
2,808422413E0;7,641617954E-2;-4,934430122E-3;1,479911804E-2;7,799227520E-2
2,813426423E0;2,229931951E-2;-1,371717453E-2;1,732635498E-2;3,139463496E-2
2,818430434E0;-5,111518502E-2;9,411573410E-4;2,229404449E-2;5,577340170E-2
2,823418663E0;-7,759937644E-2;-2,769017220E-2;3,443050385E-2;8,929651984E-2
2,828421892E0;-7,258662581E-2;8,907318115E-4;-8,157730103E-3;7,304902608E-2
2,833425121E0;-9,149971604E-2;7,796406746E-3;-3,375244141E-2;9,783766808E-2
2,838428350E0;-9,421838820E-2;4,544317722E-2;-8,763504028E-2;1,364627690E-1
2,843447621E0;-4,572737217E-2;6,376016140E-2;-1,577119827E-1;1,761516967E-1
2,848451684E0;-4,366676509E-2;7,498502731E-2;-2,177467346E-1;2,343996185E-1
2,853455694E0;-2,609717846E-2;8,374190331E-2;-2,392902374E-1;2,548599357E-1
2,858459705E0;1,856632531E-2;8,085954189E-2;-2,963609695E-1;3,077544447E-1
2,863465903E0;6,664709002E-2;9,509432316E-2;-3,007822037E-1;3,224200660E-1
2,868470017E0;1,132019460E-1;1,120821238E-1;-2,672538757E-1;3,111297433E-1
2,873474184E0;1,103874296E-1;1,341019869E-1;-2,222175598E-1;2,820449811E-1
2,878478298E0;1,091537848E-1;1,375594139E-1;-1,444082260E-1;2,273562773E-1
2,883478403E0;9,829561412E-2;1,055673361E-1;-2,214336395E-2;1,459342961E-1
2,888482309E0;5,399612337E-2;5,961513519E-2;5,633831024E-2;9,820158290E-2
2,893486267E0;2,917648852E-2;1,384007931E-2;1,555833817E-1;1,588993516E-1
2,898490173E0;4,542548209E-2;-3,661167622E-2;2,136726379E-1;2,214946624E-1
2,903481632E0;-6,703644991E-3;-5,857205391E-2;2,689838409E-1;2,753687183E-1
2,908484965E0;-5,357488990E-3;-5,711352825E-2;2,930459976E-1;2,986077938E-1
2,913488246E0;-2,687433362E-2;-6,798815727E-2;2,884826660E-1;2,976018614E-1
2,918491580E0;-1,405368745E-2;-6,733405590E-2;2,864141464E-1;2,945580494E-1
2,923493663E0;2,118378878E-3;-1,049034595E-1;2,297735214E-1;2,525967033E-1
2,928496944E0;2,148544043E-2;-7,572686672E-2;1,427488327E-1;1,630135324E-1
2,933500173E0;4,138032347E-2;-1,860046387E-2;9,451580048E-2;1,048405693E-1
2,938503403E0;5,441167951E-2;2,570271492E-3;2,528762817E-2;6,005581821E-2
2,943507100E0;2,015788108E-2;9,568095207E-3;-2,439403534E-2;3,305990889E-2
2,948510382E0;5,251721293E-2;3,564453125E-2;-7,843589783E-2;1,008998530E-1
2,953513663E0;2,713762969E-2;3,095889091E-2;-1,297092438E-1;1,360859721E-1
2,958516944E0;-2,220413089E-2;4,103243351E-2;-1,996393204E-1;2,050183949E-1
2,963539184E0;-7,605135441E-2;6,085491180E-2;-2,429113388E-1;2,617117638E-1
2,968543403E0;-4,621776938E-2;4,521691799E-2;-2,264852524E-1;2,355339072E-1
2,973547621E0;-4,511246085E-2;3,946626186E-2;-1,769781113E-1;1,868528079E-1
2,978551840E0;-4,161936045E-2;-4,219889641E-3;-1,611452103E-1;1,664865082E-1
2,983561475E0;-9,908229113E-3;2,155148983E-2;-1,193485260E-1;1,216828270E-1
2,988565955E0;2,582847327E-2;7,084286213E-2;-1,372909546E-1;1,566353324E-1
2,993570434E0;6,778458506E-2;5,788540840E-2;-1,574583054E-1;1,809380789E-1
2,998574913E0;1,090048328E-1;1,069562435E-1;-1,537313461E-1;2,166910667E-1
3,003547621E0;1,046228781E-1;9,636366367E-2;-1,524343491E-1;2,084901271E-1
3,008550538E0;1,192484722E-1;8,844089508E-2;-1,796884537E-1;2,330878170E-1
3,013553403E0;1,291099340E-1;4,061532021E-2;-1,877737045E-1;2,314690981E-1
3,018556319E0;1,010365263E-1;2,190399170E-2;-1,316843033E-1;1,674183987E-1
3,023570121E0;3,762885183E-2;-1,072013378E-2;-9,034442902E-2;9,845287001E-2
3,028573559E0;3,090240061E-3;-2,136003971E-2;-5,177879333E-2;5,609674072E-2
3,033576996E0;-4,800413549E-2;-5,535793304E-2;6,675720215E-4;7,327580383E-2
